sample_id,pause_count,pause_avg_duration,speech_rate,pitch_variability,hesitation_count,lexical_diversity,incomplete_sentences,semantic_similarity,cluster,anomaly,risk_score
DavidProwse_0.wav,56,0.6120116618075802,1.333255400540961,0,0,1.0,1,0,0,0,0.584
